Total Write,Term,Node 1 Write,Node 2 Write,Node 3 Write,Node 4 Write,Node 5 Write,Node 6 Write,Node 7 Write,Node 8 Write,Node 1 Remain Percent,Node 2 Remain Percent,Node 3 Remain Percent,Node 4 Remain Percent,Node 5 Remain Percent,Node 6 Remain Percent,Node 7 Remain Percent,Node 8 Remain Percent,variance
3185021390529,2,456439570026,482608813947,475156372210,488485321881,484758943454,275794178668,266225482452,255552707891,0.02329551,0.02526520,0.02521588,0.02622834,0.02607111,0.02889606,0.02645167,0.02856667,0.0000033157
3185511701385,2,456507441962,482676946829,475237366971,488569150898,484826558422,275847120423,266260362681,255586753199,0.02341747,0.02539356,0.02536631,0.02638793,0.02619891,0.02912537,0.02659692,0.02870196,0.0000033976
3188489165760,2,456970066050,483082875784,475650077526,489096985005,485283113700,276048737559,266513664888,255843645248,0.02424874,0.02615830,0.02613283,0.02739277,0.02706191,0.02999864,0.02765180,0.02972285,0.0000036168
3192542795820,2,457563759873,483686492831,476355119193,489665264493,485952604847,276356550476,266803237803,256159766304,0.02531553,0.02729548,0.02744230,0.02847460,0.02832741,0.03133187,0.02885771,0.03097912,0.0000038620
3195381302706,2,457942512627,484137213744,476755535272,490115574558,486409529266,276561051770,267029591257,256430294212,0.02599610,0.02814462,0.02818598,0.02933186,0.02919111,0.03221763,0.02980036,0.03205420,0.0000042599
3195934614099,2,458023136756,484208431051,476834957461,490189827939,486517336774,276602791220,267072767907,256485364991,0.02614097,0.02827879,0.02833349,0.02947321,0.02939489,0.03239841,0.02998017,0.03227305,0.0000043513
3197680893657,2,458238843705,484461847113,477113505705,490468854728,486810273328,276754013848,267185462970,256648092260,0.02652856,0.02875621,0.02885084,0.03000440,0.02994861,0.03305340,0.03044948,0.03291972,0.0000047055
3198531437139,2,458363197270,484590205400,477260622976,490624853744,486930467230,276788730910,267262536120,256710823489,0.02675201,0.02899803,0.02912408,0.03030137,0.03017581,0.03320377,0.03077045,0.03316902,0.0000046521
3200159681148,2,458643641683,484788949151,477513375855,490900283057,487171054078,276920616605,267388104691,256833656028,0.02725593,0.02937245,0.02959351,0.03082571,0.03063057,0.03377501,0.03129338,0.03365715,0.0000047630
3201678314799,2,458889232477,485060366172,477743992108,491149075335,487385881561,277041911867,267495664243,256912191036,0.02769722,0.02988378,0.03002183,0.03129934,0.03103665,0.03430038,0.03174131,0.03396925,0.0000047122
3202020495885,2,458950689552,485118792356,477818052470,491195369883,487446043336,277053628900,267507520768,256930398620,0.02780765,0.02999385,0.03015938,0.03138747,0.03115037,0.03435113,0.03179068,0.03404161,0.0000046129
3203324763363,2,459163324607,485319899081,478030897434,491412155065,487637236093,277145311851,267591382975,257024556257,0.02818973,0.03037273,0.03055470,0.03180016,0.03151177,0.03474824,0.03213993,0.03441579,0.0000046142
3204416319948,2,459322361640,485495425383,478209489131,491577261768,487802636969,277214950317,267652229054,257141965686,0.02847550,0.03070341,0.03088639,0.03211448,0.03182442,0.03504986,0.03239332,0.03488238,0.0000047340
3204494451912,2,459326361640,485503425383,478220602600,491592192287,487817567488,277222950317,267659342523,257152009674,0.02848268,0.03071848,0.03090703,0.03214290,0.03185264,0.03508451,0.03242294,0.03492229,0.0000047783
3205027347651,2,459391358382,485580662641,478301436505,491696627177,487911274534,277263903418,267688963178,257193121816,0.02859948,0.03086399,0.03105716,0.03234171,0.03202977,0.03526189,0.03254630,0.03508567,0.0000048460
3205291356984,2,459424738153,485614556729,478342816276,491748627177,487952006897,277283903418,267712963178,257211745156,0.02865945,0.03092784,0.03113402,0.03244070,0.03210676,0.03534852,0.03264624,0.03515968,0.0000048777
3205339933902,2,459428930459,485626556729,478350816276,491752819483,487952006897,277291903418,267721155484,257215745156,0.02866699,0.03095045,0.03114888,0.03244869,0.03210676,0.03538317,0.03268036,0.03517558,0.0000049030
3205397219427,2,459436299876,485641926146,478358816276,491764545241,487959376314,277291903418,267724881242,257219470914,0.02868023,0.03097941,0.03116373,0.03247101,0.03212069,0.03538317,0.03269588,0.03519038,0.0000048866
3206421688545,2,459584146108,485800360849,478523155162,491933730387,488111765217,277374889697,267801841213,257291799912,0.02894589,0.03127789,0.03146896,0.03279309,0.03240874,0.03574261,0.03301637,0.03547782,0.0000049673
3206717454264,2,459625145102,485852883992,478563155162,491975319966,488173565280,277392479276,267822317064,257312588422,0.02901956,0.03137684,0.03154325,0.03287226,0.03252556,0.03581879,0.03310165,0.03556043,0.0000049656
3209554469328,2,460019489396,486327790742,479040319125,492373814502,488625562899,277592540647,268039811563,257535140454,0.02972814,0.03227154,0.03242948,0.03363087,0.03337994,0.03668532,0.03400740,0.03644485,0.0000051354
3209787163338,2,460042151044,486347790742,479071222147,492412717524,488674974997,277616540647,268065061113,257556705124,0.02976886,0.03230921,0.03248687,0.03370493,0.03347334,0.03678927,0.03411255,0.03653055,0.0000052306
3212469580827,2,460407274743,486812080892,479488459302,492821292295,489092592421,277799050180,268275011863,257773819131,0.03042494,0.03318391,0.03326180,0.03448274,0.03426274,0.03757978,0.03498688,0.03739336,0.0000054284
3212481580827,2,460411274743,486816080892,479492459302,492821292295,489092592421,277799050180,268275011863,257773819131,0.03043213,0.03319145,0.03326923,0.03448274,0.03426274,0.03757978,0.03498688,0.03739336,0.0000054150
3212681018421,2,460440683117,486848950172,479520228065,492865701485,489119302856,277803711814,268294923026,257787517886,0.03048497,0.03325337,0.03332081,0.03456728,0.03431323,0.03759997,0.03506980,0.03744780,0.0000053897
3212951179413,2,460471200383,486891075505,479566480722,492897701485,489177356520,277828923886,268314923026,257803517886,0.03053980,0.03333273,0.03340671,0.03462820,0.03442296,0.03770917,0.03515309,0.03751138,0.0000054279
3214861025457,2,460696209527,487221170405,479826152484,493190338605,489539714984,277967472830,268437419722,257982546900,0.03094412,0.03395461,0.03388900,0.03518529,0.03510791,0.03830927,0.03566323,0.03822285,0.0000057711
3215127276093,2,460729148326,487264897815,479868450164,493226721930,489584481292,277979456734,268462442524,258011677308,0.03100330,0.03403699,0.03396755,0.03525456,0.03519253,0.03836117,0.03576743,0.03833861,0.0000058057
3217525693488,2,461070057928,487659953424,480250676796,493591721696,489926308194,278168530915,268696543109,258161901426,0.03161587,0.03478125,0.03467746,0.03594941,0.03583866,0.03918011,0.03674234,0.03893560,0.0000059651
3217839529836,2,461122391756,487729118683,480295483241,493623109987,489979190137,278211732931,268705069888,258173433213,0.03170991,0.03491156,0.03476068,0.03600916,0.03593862,0.03936723,0.03677785,0.03898143,0.0000059908
3217955608461,2,461140659027,487749258004,480304048166,493641237937,490005743691,278224158535,268717069888,258173433213,0.03174273,0.03494950,0.03477658,0.03604367,0.03598881,0.03942105,0.03682782,0.03898143,0.0000059911
3221483172210,2,461671299116,488363505126,480832339068,494226776788,490531706265,278511473632,268961377105,258384695110,0.03269622,0.03610670,0.03575777,0.03715836,0.03698301,0.04066550,0.03784523,0.03982098,0.0000061234
3221572279989,2,461693001709,488383505126,480848339068,494236479381,490541408858,278515473632,268965377105,258388695110,0.03273522,0.03614438,0.03578749,0.03717683,0.03700135,0.04068282,0.03786189,0.03983688,0.0000060840
3222284026533,2,461767120046,488500662373,480937818785,494370238890,490651075844,278578810967,269043568282,258434731346,0.03286840,0.03636510,0.03595368,0.03743147,0.03720865,0.04095716,0.03818752,0.04001983,0.0000062668
3222666023844,2,461820485139,488529497255,481002669809,494430264216,490701550145,278614426134,269084905630,258482225516,0.03296429,0.03641942,0.03607412,0.03754574,0.03730406,0.04111142,0.03835967,0.04020857,0.0000064188
3223600342740,2,461978743279,488688796839,481135752121,494588052634,490832842242,278663503344,269158702616,258553949665,0.03324866,0.03671953,0.03632129,0.03784613,0.03755223,0.04132399,0.03866699,0.04049360,0.0000063645
3224626428108,2,462119877620,488843533239,481312138671,494724385770,491023471653,278725212083,269223618612,258654190460,0.03350225,0.03701105,0.03664889,0.03810566,0.03791256,0.04159127,0.03893733,0.04089196,0.0000064494
3229005746538,2,462766398072,489483577344,481976484891,495412746703,491746531507,279019152776,269576739038,259024116207,0.03466396,0.03821685,0.03788277,0.03941610,0.03927932,0.04286441,0.04040789,0.04236204,0.0000068481
3230025783261,2,462918277860,489665247064,482133003846,495582882988,491872592613,279084825926,269664312096,259104640868,0.03493687,0.03855911,0.03817348,0.03973999,0.03951761,0.04314886,0.04077259,0.04268205,0.0000068988
3230073783261,2,462918277860,489665247064,482149003846,495586882988,491876592613,279092825926,269668312096,259116640868,0.03493687,0.03855911,0.03820319,0.03974760,0.03952517,0.04318351,0.04078925,0.04272973,0.0000069660
3231204387732,2,463061017296,489820149971,482336655243,495771275100,492105949691,279173951680,269734043113,259201345638,0.03519336,0.03885094,0.03855171,0.04009863,0.03995871,0.04353489,0.04106298,0.04306635,0.0000070784
3233900386713,2,463468930202,490232845803,482675358712,496247907458,492539213734,279338052170,269969739662,259428338972,0.03592632,0.03962843,0.03918078,0.04100599,0.04077768,0.04424566,0.04204454,0.04396842,0.0000073190
3236150027883,2,463826414418,490557543430,483064475896,496565555328,492910880420,279503056115,270114072069,259608030207,0.03656867,0.04024014,0.03990348,0.04161070,0.04148022,0.04496035,0.04264560,0.04468252,0.0000074115
3236701587225,2,463915176453,490651644470,483134499411,496624646407,493018947367,279553482197,270155439524,259647751396,0.03672816,0.04041742,0.04003354,0.04172319,0.04168449,0.04517876,0.04281788,0.04484037,0.0000074788
3237070129218,2,463960113494,490694928182,483182832015,496695792547,493079654829,279596295733,270184010939,259676501479,0.03680891,0.04049897,0.04012331,0.04185863,0.04179924,0.04536420,0.04293686,0.04495462,0.0000076237
3239856704700,2,464337967839,491128475615,483637978828,497160024755,493498185489,279788596424,270392898881,259912576869,0.03748786,0.04131575,0.04096864,0.04274239,0.04259037,0.04619711,0.04380677,0.04589278,0.0000079568
3239971547244,2,464350378248,491150756463,483663849267,497180435164,493516055928,279792596424,270392898881,259924576869,0.03751016,0.04135772,0.04101669,0.04278125,0.04262414,0.04621443,0.04380677,0.04594047,0.0000079491
3240315560721,2,464409768370,491202688341,483737595027,497223021853,493561476703,279808596424,270407142786,259965271217,0.03761688,0.04145556,0.04115366,0.04286232,0.04271000,0.04628373,0.04386609,0.04610219,0.0000079367
3240978775137,2,464499959117,491318796084,483847193070,497306888753,493675338085,279857222296,270458494468,260014883264,0.03777894,0.04167430,0.04135721,0.04302198,0.04292523,0.04649435,0.04407994,0.04629935,0.0000079953
3242622738930,2,464701740213,491583085177,484159868149,497562688626,493932013177,279959942470,270594329251,260129071867,0.03814151,0.04217220,0.04193794,0.04350895,0.04341040,0.04693926,0.04464562,0.04675313,0.0000080883
3244741736484,2,465051852646,491838946790,484497223840,497933011351,494276258554,280092260919,270766739705,260285442679,0.03877062,0.04265423,0.04256451,0.04421393,0.04406111,0.04751237,0.04536362,0.04737455,0.0000081169
3245717313180,2,465229685080,492006150081,484642264140,498082087835,494407469580,280187898234,270818715736,260343042494,0.03909016,0.04296923,0.04283389,0.04449773,0.04430913,0.04792661,0.04558008,0.04760345,0.0000081121
3246537150519,2,465372070038,492118022979,484768410720,498213289348,494534690800,280225201185,270889208886,260416256563,0.03934600,0.04317999,0.04306818,0.04474750,0.04454961,0.04808818,0.04587364,0.04789441,0.0000080906
3246595974006,2,465379677867,492126022979,484776018549,498225289348,494546298629,280225201185,270893208886,260424256563,0.03935967,0.04319507,0.04308231,0.04477034,0.04457155,0.04808818,0.04589030,0.04792620,0.0000080947
3249039454407,2,465716713073,492472007577,485164550077,498628658562,494968035573,280405252982,271086895757,260597340806,0.03996528,0.04384688,0.04380392,0.04553824,0.04536873,0.04886804,0.04669691,0.04861403,0.0000083606
3249356499945,2,465757678354,492508984727,485215091190,498679289622,495008060503,280443416565,271125423809,260618555175,0.04003889,0.04391654,0.04389779,0.04563462,0.04544439,0.04903333,0.04685735,0.04869834,0.0000084924
3249663064107,2,465808708322,492557900637,485261333366,498723289622,495046718422,280465406410,271150537928,260649169400,0.04013058,0.04400870,0.04398367,0.04571839,0.04551746,0.04912858,0.04696194,0.04882000,0.0000085313
3249739347567,2,465822136142,492573900637,485277333366,498731289622,495064146242,280465406410,271154537928,260650597220,0.04015471,0.04403884,0.04401339,0.04573361,0.04555041,0.04912858,0.04697860,0.04882568,0.0000084807
3250017856044,2,465858566226,492613682625,485325115354,498775695697,495120146242,280482583123,271170415386,260671651391,0.04022017,0.04411379,0.04410214,0.04581815,0.04565626,0.04920298,0.04704472,0.04890935,0.0000084939
3250227256779,2,465889297161,492641682625,485356184664,498820452018,495148146242,280495627047,271182415386,260693451636,0.04027539,0.04416654,0.04415984,0.04590335,0.04570919,0.04925947,0.04709469,0.04899598,0.0000085243
3250517317617,2,465917051670,492679449429,485415046808,498869384455,495199958749,280525451849,271193751519,260717223138,0.04032526,0.04423769,0.04426916,0.04599651,0.04580712,0.04938865,0.04714190,0.04909045,0.0000086142
3250632277974,2,465944364100,492690761859,485422054497,498897384455,495218966438,280533451849,271193751519,260731543257,0.04037434,0.04425900,0.04428218,0.04604981,0.04584305,0.04942331,0.04714190,0.04914736,0.0000086161
3251528714256,2,466064818206,492828719930,485571836103,499041080087,495360450992,280608064605,271252493617,260801250716,0.04059078,0.04451891,0.04456037,0.04632336,0.04611049,0.04974648,0.04738653,0.04942437,0.0000087533
3252609726162,2,466229730098,492996840507,485732515695,499239214223,495529758604,280674093159,271340053584,260867520292,0.04088710,0.04483564,0.04485879,0.04670055,0.04643052,0.05003247,0.04775117,0.04968773,0.0000087336
3254659356222,2,466525453893,493305435702,486081044558,499570069883,495812373003,280818974333,271498813990,261047190860,0.04141848,0.04541701,0.04550611,0.04733040,0.04696473,0.05065999,0.04841233,0.05040174,0.0000089945
3256654151583,2,466845829406,493582507264,486354317118,499894056121,496142725367,280967125427,271658710184,261208880696,0.04199415,0.04593900,0.04601366,0.04794718,0.04758918,0.05130168,0.04907821,0.05104429,0.0000092244
3257437184781,2,466957975289,493679661280,486506213395,500024307111,496286590411,281014279279,271698022140,261270135876,0.04219566,0.04612203,0.04629577,0.04819514,0.04786112,0.05150592,0.04924193,0.05128772,0.0000092303
3257555256795,2,466981196184,493711661280,486514349838,500044443554,496305947749,281014279279,271709243035,261274135876,0.04223739,0.04618232,0.04631088,0.04823347,0.04789771,0.05150592,0.04928866,0.05130362,0.0000091658
3262285900590,2,467684318768,494489080969,487264079515,500762972450,497040466160,281402177986,272003292889,261639511853,0.04350080,0.04764693,0.04770334,0.04960133,0.04928612,0.05318602,0.05051322,0.05275562,0.0000096447
3262383010884,2,467699471576,494505080969,487272449613,500776189740,497061683450,281409330794,272011292889,261647511853,0.04352803,0.04767707,0.04771889,0.04962650,0.04932623,0.05321700,0.05054653,0.05278741,0.0000096594
3262699061418,2,467757410277,494556396852,487325558428,500823663541,497094451012,281420312296,272033936804,261687332208,0.04363214,0.04777375,0.04781753,0.04971687,0.04938817,0.05326457,0.05064083,0.05294566,0.0000096520
3264490944312,2,467995116962,494849680309,487600392467,501092429754,497388080344,281569909964,272167154954,261828179558,0.04405926,0.04832628,0.04832797,0.05022852,0.04994320,0.05391252,0.05119562,0.05350539,0.0000099912
3266286367323,2,468280239851,495139242413,487876112824,501372541598,497656899919,281723809493,272289565598,261947955627,0.04457159,0.04887180,0.04884006,0.05076177,0.05045133,0.05457911,0.05170539,0.05398138,0.0000101183
3270051592197,2,468902434719,495708272573,488458581250,501967019384,498198850627,281983446268,272567747997,262265239379,0.04568959,0.04994382,0.04992187,0.05189348,0.05147575,0.05570367,0.05286388,0.05524226,0.0000103281
3271011256212,2,469056865824,495877373939,488582911119,502103039903,498332904992,282064406379,272656094053,262337660003,0.04596708,0.05026239,0.05015279,0.05215242,0.05172914,0.05605434,0.05323179,0.05553006,0.0000104621
3271059256212,2,469060865824,495885373939,488590911119,502111039903,498332904992,282072406379,272660094053,262345660003,0.04597427,0.05027746,0.05016765,0.05216765,0.05172914,0.05608899,0.05324845,0.05556185,0.0000105177
3271391843439,2,469105941311,495940885290,488630452187,502162883341,498380451327,282112216369,272689353611,262369660003,0.04605527,0.05038204,0.05024109,0.05226635,0.05181902,0.05626142,0.05337030,0.05565723,0.0000106525
3273068501817,2,469357262546,496195315944,488904594183,502426444703,498632716709,282259533801,272812783279,262479850652,0.04650686,0.05086138,0.05075025,0.05276809,0.05229586,0.05689949,0.05388432,0.05609513,0.0000108535
3274654582281,2,469615051255,496413140552,489203188037,502633825604,498863839366,282383499658,272943750358,262598287451,0.04697007,0.05127175,0.05130482,0.05316288,0.05273273,0.05743643,0.05442973,0.05656580,0.0000109654
3275190301221,2,469682614463,496484174732,489291286684,502737101794,498946748391,282437255447,272980832259,262630287451,0.04709147,0.05140557,0.05146845,0.05335949,0.05288945,0.05766926,0.05458416,0.05669296,0.0000111030
3276118180989,2,469847780698,496627301736,489431375059,502885181097,499097850772,282497962244,273041586204,262689143179,0.04738825,0.05167521,0.05172863,0.05364139,0.05317507,0.05793220,0.05483717,0.05692686,0.0000110089
3277324919352,2,470033112562,496810036539,489640647497,503082712186,499285546012,282568788734,273134647916,262769427906,0.04772127,0.05201947,0.05211731,0.05401743,0.05352986,0.05823897,0.05522472,0.05724591,0.0000109531
3277439208282,2,470045112562,496826036539,489662743807,503094431725,499315642322,282579165505,273142647916,262773427906,0.04774283,0.05204962,0.05215835,0.05403974,0.05358675,0.05828392,0.05525804,0.05726180,0.0000109666
3280137899160,2,470422150286,497217212083,490065553869,503560051714,499766834912,282788667306,273339853793,262977575197,0.04842031,0.05278657,0.05290648,0.05492614,0.05443961,0.05919133,0.05607929,0.05807308,0.0000114011
3280219882044,2,470429477914,497232527401,490080869187,503576064024,499766834912,282792667306,273355853793,262985587507,0.04843348,0.05281542,0.05293493,0.05495662,0.05443961,0.05920866,0.05614593,0.05810493,0.0000114347
3282234694446,2,470710175571,497533252830,490374929835,503860864160,500104097944,282952986880,273531897675,263166489551,0.04893786,0.05338197,0.05348108,0.05549880,0.05507712,0.05990305,0.05687906,0.05882383,0.0000119472
3283657153491,2,470927189102,497737940063,490608446815,504076833372,500320950437,283069679256,273645822539,263270291907,0.04932780,0.05376759,0.05391479,0.05590994,0.05548702,0.06040848,0.05735349,0.05923634,0.0000121458
3284167086867,2,470998148703,497813212244,490685937953,504148196359,500405893877,283109679256,273693029801,263312988674,0.04945531,0.05390940,0.05405871,0.05604579,0.05564759,0.06058173,0.05755009,0.05940602,0.0000122669
3284201646381,2,471001668541,497821212244,490689457791,504152196359,500413413715,283113679256,273697029801,263312988674,0.04946163,0.05392447,0.05406525,0.05605341,0.05566180,0.06059906,0.05756675,0.05940602,0.0000122752
3290670792633,2,471973931113,498762658895,491681225548,505158055507,501409762552,283627709551,274244784874,263812664593,0.05120865,0.05569810,0.05590724,0.05796826,0.05754514,0.06282548,0.05984786,0.06139173,0.0000134128
3291166564215,2,472047353111,498827613490,491743776105,505255583542,501492369121,283663981021,274280784874,263855102951,0.05134058,0.05582047,0.05602342,0.05815393,0.05770129,0.06298258,0.05999778,0.06156038,0.0000135128
3291855020187,2,472152052009,498926720781,491847052527,505408145928,501587706706,283703127215,274335112070,263895102951,0.05152871,0.05600718,0.05621523,0.05844436,0.05788150,0.06315214,0.06022402,0.06171934,0.0000134855
3297047131425,2,472873200095,499709433459,492649873184,506224347344,502419716706,284107201848,274737173875,264326184914,0.05282452,0.05748177,0.05770630,0.05999817,0.05945419,0.06490231,0.06189840,0.06343246,0.0000145920
3298118313387,2,473022176845,499868575882,492792332576,506410421391,502619709638,284174902970,274837336605,264392857480,0.05309221,0.05778158,0.05797088,0.06035240,0.05983223,0.06519554,0.06231553,0.06369741,0.0000147040
3298239423477,2,473046546875,499889654323,492819624165,506422421391,502635709638,284182745034,274845864571,264396857480,0.05313600,0.05782129,0.05802157,0.06037524,0.05986247,0.06522951,0.06235104,0.06371331,0.0000146523
3298864992834,2,473108675796,500001877234,492938819309,506515841150,502745072050,284218512321,274878232430,264457962544,0.05324764,0.05803272,0.05824295,0.06055308,0.06006919,0.06538443,0.06248584,0.06395614,0.0000147427
3300697927746,2,473405850563,500268267169,493237120234,506833988824,503019379954,284326691722,275011214218,264595415062,0.05378162,0.05853458,0.05879698,0.06115874,0.06058770,0.06585299,0.06303963,0.06450238,0.0000146899
3300840570237,2,473421445585,500290895270,493264715256,506851918877,503037310007,284332016096,275021236640,264621032506,0.05380964,0.05857721,0.05884823,0.06119288,0.06062159,0.06587605,0.06308137,0.06460418,0.0000147484
3301257886371,2,473481594395,500362908063,493326263847,506925867794,503114791559,284348028889,275043866508,264654565316,0.05391772,0.05871288,0.05896255,0.06133365,0.06076805,0.06594540,0.06317561,0.06473744,0.0000146914
3301522621368,2,473511129270,500424057731,493371740008,506958541295,503150547951,284361404451,275078635346,264666565316,0.05397079,0.05882808,0.05904701,0.06139585,0.06083564,0.06600334,0.06332041,0.06478513,0.0000146951
3301720683264,2,473531265786,500462059501,493402092606,506996425411,503170860963,284370875357,275102654208,264684449432,0.05400697,0.05889967,0.05910338,0.06146797,0.06087404,0.06604436,0.06342043,0.06485620,0.0000147519
3303220384995,2,473761871694,500660657521,493601495010,507239223246,503422666222,284477591580,275206371134,264850508588,0.05442134,0.05927382,0.05947373,0.06193019,0.06135001,0.06650658,0.06385236,0.06551612,0.0000151560
3303815727249,2,473854477840,500730256060,493710650352,507332157229,503495332462,284520113008,275267954815,264904785483,0.05458774,0.05940494,0.05967646,0.06210711,0.06148737,0.06669075,0.06410882,0.06573182,0.0000153026
3304475068578,2,473960430648,500824575915,493809474547,507426381941,503612315834,284570111472,275304109631,264967668590,0.05477813,0.05958263,0.05986001,0.06228648,0.06170849,0.06690731,0.06425939,0.06598171,0.0000153908
3304925774763,2,474049145007,500897164882,493883530664,507481274198,503676726954,284597576391,275342379818,264997976849,0.05493753,0.05971939,0.05999755,0.06239098,0.06183024,0.06702627,0.06441877,0.06610216,0.0000153129
3305373087759,2,474105199568,500960159163,493950626020,507554749754,503781610890,284631846432,275359657707,265029238225,0.05503826,0.05983806,0.06012217,0.06253086,0.06202850,0.06717470,0.06449072,0.06622639,0.0000153614
3305726144541,2,474147722233,501038435568,494001884213,507587690691,503850051049,284660301926,275379657707,265060401154,0.05511466,0.05998553,0.06021737,0.06259357,0.06215787,0.06729795,0.06457401,0.06635023,0.0000154262
3306326184213,2,474231936940,501125078238,494097489681,507690498212,503940127787,284698396441,275422113383,265120543531,0.05526599,0.06014876,0.06039493,0.06278928,0.06232813,0.06746295,0.06475081,0.06658924,0.0000155448
3308612645853,2,474579629322,501478306595,494433079098,508085741753,504321937835,284885399582,275544370653,265284181015,0.05589074,0.06081422,0.06101822,0.06354171,0.06304985,0.06827292,0.06525995,0.06723953,0.0000157542
3309200447136,2,474678876650,501556825230,494519666974,508164529311,504421758984,284940925662,275577215640,265340648685,0.05606908,0.06096215,0.06117904,0.06369169,0.06323853,0.06851342,0.06539673,0.06746394,0.0000159029
3312198916026,2,475140577967,502042823290,494964092520,508577009733,504890054602,285146333926,275867119600,265570904388,0.05689869,0.06187774,0.06200446,0.06447693,0.06412372,0.06940311,0.06660403,0.06837897,0.0000162738
3313246574913,2,475297069790,502250397832,495090417321,508744227771,505055334110,285229178274,275940430586,265639519229,0.05717988,0.06226880,0.06223908,0.06479527,0.06443614,0.06976193,0.06690933,0.06865165,0.0000163553
3313292183223,2,475308272560,502262397832,495094417321,508747430541,505063334110,285232381044,275940430586,265643519229,0.05720001,0.06229141,0.06224651,0.06480137,0.06445126,0.06977580,0.06690933,0.06866754,0.0000163331
3313530511221,2,475362274459,502299838599,495139858088,508773432440,505093336009,285240381044,275949871353,265671519229,0.05729705,0.06236194,0.06233091,0.06485086,0.06450797,0.06981045,0.06694865,0.06877882,0.0000162412
3314641147755,2,475549465620,502493574693,495319211164,508939041611,505251264534,285298932539,276016703021,265772954573,0.05763341,0.06272693,0.06266402,0.06516614,0.06480650,0.07006406,0.06722697,0.06918192,0.0000161447
3315539557755,2,475672889978,502634118566,495447408259,509076475876,505388318728,285380365961,276091515018,265848465369,0.05785518,0.06299171,0.06290212,0.06542777,0.06506556,0.07041677,0.06753852,0.06948200,0.0000164559
3315566037588,2,475672889978,502638118566,495456234870,509085302487,505392318728,285380365961,276091515018,265849291980,0.05785518,0.06299924,0.06291851,0.06544457,0.06507312,0.07041677,0.06753852,0.06948528,0.0000164451
3318230784030,2,476115406502,503033810492,495861966483,509451795398,505817439808,285614139903,276279255758,266056969686,0.05865032,0.06374470,0.06367207,0.06614227,0.06587670,0.07142932,0.06832036,0.07031060,0.0000168570
3322536245868,2,476786481377,503736199173,496496988303,510092526702,506505107667,285917851227,276569654506,266431436913,0.05985616,0.06506796,0.06485149,0.06736203,0.06717656,0.07274478,0.06952972,0.07179873,0.0000173233
3322624896177,2,476802481377,503748199173,496510538406,510110076805,506518657770,285925851227,276569654506,266439436913,0.05988491,0.06509057,0.06487665,0.06739544,0.06720217,0.07277943,0.06952972,0.07183052,0.0000173248
3323371569450,2,476907260695,503865059579,496606081124,510226643101,506667577294,286000229979,276598858944,266499858734,0.06007318,0.06531073,0.06505410,0.06761735,0.06748367,0.07310159,0.06965134,0.07207064,0.0000175468
3323480557794,2,476923260695,503887382545,496616087606,510248649583,506689900260,286002236461,276609181910,266503858734,0.06010193,0.06535278,0.06507269,0.06765924,0.06752586,0.07311028,0.06969433,0.07208653,0.0000175059
3325738215648,2,477251683749,504214553597,496989169680,510573229330,507038251683,286184953395,276776790855,266709583359,0.06069206,0.06596915,0.06576561,0.06827714,0.06818433,0.07390169,0.07039234,0.07290408,0.0000180990
3327109222896,2,477442449188,504421884881,497169956768,510828421190,507269872366,286311173697,276864036220,266801428586,0.06103484,0.06635975,0.06610138,0.06876295,0.06862215,0.07444838,0.07075567,0.07326907,0.0000184475
3327145222896,2,477446449188,504429884881,497177956768,510836421190,507273872366,286311173697,276864036220,266805428586,0.06104203,0.06637482,0.06611624,0.06877818,0.06862971,0.07444838,0.07075567,0.07328497,0.0000184323
3330142574889,2,477867667837,504841043082,497659249840,511330382621,507716362085,286550563362,277107754097,267069551965,0.06179890,0.06714942,0.06701014,0.06971854,0.06946612,0.07548525,0.07177062,0.07433460,0.0000193379
3330157442211,2,477871667837,504845043082,497664205614,511331338395,507717317859,286550563362,277107754097,267069551965,0.06180609,0.06715696,0.06701934,0.06972036,0.06946793,0.07548525,0.07177062,0.07433460,0.0000193099
3333393812229,2,478370681827,505350386394,498196401935,511807976851,508194875854,286799120395,277318224330,267356144643,0.06270275,0.06810900,0.06800778,0.07062773,0.07037063,0.07656183,0.07264712,0.07547352,0.0000198312
3335977594395,2,478772914578,505709370331,498597946378,512242943008,508577152011,286984583038,277527177596,267565507455,0.06342551,0.06878530,0.06875356,0.07145578,0.07109322,0.07736513,0.07351730,0.07630552,0.0000202327
3336818312070,2,478889175532,505849829631,498705494543,512365496955,508724764375,287054675084,277591732376,267637143574,0.06363441,0.06904992,0.06895331,0.07168909,0.07137224,0.07766872,0.07378614,0.07659021,0.0000205041
3338578311612,2,479120682272,506103770705,498982605135,512660035893,509024885756,287191227130,277713816267,267781288454,0.06405040,0.06952833,0.06946798,0.07224980,0.07193954,0.07826016,0.07429456,0.07716304,0.0000209686
3340609591668,2,479443210984,506415875600,499240454747,512963481117,509317367533,287387959802,277870675413,267970566472,0.06462994,0.07011631,0.06994688,0.07282747,0.07249240,0.07911227,0.07494779,0.07791523,0.0000218271
3341215151541,2,479534342288,506530208292,499317104194,513075555379,509404322576,287442010695,277900589827,268011018290,0.06479369,0.07033171,0.07008924,0.07304083,0.07265677,0.07934638,0.07507237,0.07807598,0.0000219069
3341468737809,2,479559042321,506562533203,499345753830,513123434499,509468201696,287454087419,277932589827,268023095014,0.06483807,0.07039261,0.07014245,0.07313197,0.07277752,0.07939869,0.07520563,0.07812398,0.0000219587
