Total Write,Term,Node 1 Write,Node 2 Write,Node 3 Write,Node 4 Write,Node 5 Write,Node 6 Write,Node 7 Write,Node 8 Write,Node 1 Remain Percent,Node 2 Remain Percent,Node 3 Remain Percent,Node 4 Remain Percent,Node 5 Remain Percent,Node 6 Remain Percent,Node 7 Remain Percent,Node 8 Remain Percent,variance
620657218275,1,89042480838,93762739886,92321179063,96319039878,93923874536,54032065858,51961582466,49294255750,0.08904248,0.09376274,0.09232118,0.09631904,0.09392387,0.10806413,0.10392316,0.09858851,0.0000397840
623089415061,1,89397844843,94140297738,92666838456,96677634767,94297700751,54250952157,52182243213,49475903136,0.08939784,0.09414030,0.09266684,0.09667763,0.09429770,0.10850190,0.10436449,0.09895181,0.0000401955
623498163531,1,89462916923,94217952297,92734518952,96733602912,94353391765,54291521151,52207887554,49496371977,0.08946292,0.09421795,0.09273452,0.09673360,0.09435339,0.10858304,0.10441578,0.09899274,0.0000402033
625154219931,1,89694103303,94454140006,92980549241,96962092583,94612543602,54439661319,52372673777,49638456100,0.08969410,0.09445414,0.09298055,0.09696209,0.09461254,0.10887932,0.10474535,0.09927691,0.0000405830
625452724419,1,89741388607,94494359900,93009088876,97004925943,94669919760,54467786118,52403642312,49661612903,0.08974139,0.09449436,0.09300909,0.09700493,0.09466992,0.10893557,0.10480728,0.09932323,0.0000406647
626292425034,1,89850774127,94617806241,93126652159,97116203312,94793101038,54544239724,52505692497,49737955936,0.08985077,0.09461781,0.09312665,0.09711620,0.09479310,0.10908848,0.10501138,0.09947591,0.0000409786
626595022959,1,89901458800,94686154457,93170050619,97159840712,94829360757,54564940699,52517509281,49765707634,0.08990146,0.09468615,0.09317005,0.09715984,0.09482936,0.10912988,0.10503502,0.09953142,0.0000409039
630308475180,1,90407087381,95253480611,93719614690,97746135592,95413887810,54884624049,52826832821,50056812226,0.09040709,0.09525348,0.09371961,0.09774614,0.09541389,0.10976925,0.10565367,0.10011362,0.0000413934
631183818510,1,90559683333,95362883080,93849783317,97889619491,95546872733,54953838851,52906758070,50114379635,0.09055968,0.09536288,0.09384978,0.09788962,0.09554687,0.10990768,0.10581352,0.10022876,0.0000414359
633447703407,1,90864580335,95702177034,94198135447,98244489766,95920083906,55135114649,53080409937,50302712333,0.09086458,0.09570218,0.09419814,0.09824449,0.09592008,0.11027023,0.10616082,0.10060542,0.0000415783
637218984669,1,91418150526,96293668274,94782597887,98747946271,96544133527,55474844024,53369292458,50588351702,0.09141815,0.09629367,0.09478260,0.09874795,0.09654413,0.11094969,0.10673858,0.10117670,0.0000419149
637708383147,1,91470889438,96355768778,94868831222,98831402378,96621843793,55518844024,53424092049,50616711465,0.09147089,0.09635577,0.09486883,0.09883140,0.09662184,0.11103769,0.10684818,0.10123342,0.0000420642
637891127175,1,91503108715,96379768778,94883827278,98845320998,96660839849,55544762644,53440787448,50632711465,0.09150311,0.09637977,0.09488383,0.09884532,0.09666084,0.11108953,0.10688157,0.10126542,0.0000421602
640398086394,1,91904361660,96749105182,95224441777,99222698626,97068277471,55751968815,53660845766,50816387097,0.09190436,0.09674911,0.09522444,0.09922270,0.09706828,0.11150394,0.10732169,0.10163277,0.0000423825
643721120316,1,92403270862,97209003341,95739515398,99758305260,97551117351,56052318301,53933331884,51074257919,0.09240327,0.09720900,0.09573952,0.09975831,0.09755112,0.11210464,0.10786666,0.10214852,0.0000428389
644454021003,1,92514362811,97321056529,95856673435,99879053398,97674956955,56109356032,53966401967,51132159876,0.09251436,0.09732106,0.09585667,0.09987905,0.09767496,0.11221871,0.10793280,0.10226432,0.0000427351
644912747421,1,92594869777,97356123764,95922220483,99942819955,97752240211,56149592362,54016298103,51178582766,0.09259487,0.09735612,0.09592222,0.09994282,0.09775224,0.11229918,0.10803260,0.10235717,0.0000428521
644946820485,1,92598869777,97360123764,95929578171,99950177643,97759597899,56149592362,54020298103,51178582766,0.09259887,0.09736012,0.09592958,0.09995018,0.09775960,0.11229918,0.10804060,0.10235717,0.0000428371
646438213119,1,92851615016,97567537687,96139576654,100180015009,98004924698,56281216978,54114798201,51298528876,0.09285162,0.09756754,0.09613958,0.10018002,0.09800492,0.11256243,0.10822960,0.10259706,0.0000428500
647135582724,1,92951474996,97686700133,96266113608,100290917734,98122623068,56315155889,54145408162,51357189134,0.09295147,0.09768670,0.09626611,0.10029092,0.09812262,0.11263031,0.10829082,0.10271438,0.0000425992
647298479265,1,92967593799,97716880177,96288293652,100303036537,98152923522,56335035479,54153526965,51381189134,0.09296759,0.09771688,0.09628829,0.10030304,0.09815292,0.11267007,0.10830705,0.10276238,0.0000426585
647859819240,1,93038777803,97783432963,96351436710,100403597076,98238718432,56387815802,54205474785,51450565669,0.09303878,0.09778343,0.09635144,0.10040360,0.09823872,0.11277563,0.10841095,0.10290113,0.0000428666
649937780886,1,93327959807,98047884719,96704121856,100687336619,98569826719,56580004246,54388546326,51632100594,0.09332796,0.09804788,0.09670412,0.10068734,0.09856983,0.11316001,0.10877709,0.10326420,0.0000432763
650114790273,1,93345980655,98070783172,96735020309,100708184024,98597931395,56601137029,54404861920,51650891769,0.09334598,0.09807078,0.09673502,0.10070818,0.09859793,0.11320227,0.10880972,0.10330178,0.0000433641
650307714693,1,93383440508,98091091312,96771020309,100728184024,98628779682,56617971745,54412861920,51674365193,0.09338344,0.09809109,0.09677102,0.10072818,0.09862878,0.11323594,0.10882572,0.10334873,0.0000433415
651875863245,1,93601489006,98366791002,97004617979,100950063840,98892233499,56721343709,54542102650,51797221560,0.09360149,0.09836679,0.09700462,0.10095006,0.09889223,0.11344269,0.10908421,0.10359444,0.0000432817
652913441886,1,93769771889,98541176403,97166696508,101100855414,99032305038,56801524661,54618102650,51883009323,0.09376977,0.09854118,0.09716670,0.10110086,0.09903231,0.11360305,0.10923621,0.10376602,0.0000432547
656356145730,1,94223788312,99066758653,97710665800,101613940407,99533700077,57100151275,54956120921,52151020285,0.09422379,0.09906676,0.09771067,0.10161394,0.09953370,0.11420030,0.10991224,0.10430204,0.0000439787
656658419154,1,94261156735,99121771001,97741470543,101661870523,99579083883,57130551261,54997471974,52165043234,0.09426116,0.09912177,0.09774147,0.10166187,0.09957908,0.11426110,0.10999494,0.10433009,0.0000441289
657368931621,1,94372362074,99222724373,97849841580,101788883251,99690758160,57191202884,55055989067,52197170232,0.09437236,0.09922272,0.09784984,0.10178888,0.09969076,0.11438241,0.11011198,0.10439434,0.0000441617
658842954657,1,94587434051,99443746332,98082306163,101992247010,99910162667,57323770170,55175643097,52327645167,0.09458743,0.09944375,0.09808231,0.10199225,0.09991016,0.11464754,0.11035129,0.10465529,0.0000443711
663573911430,1,95306670718,100168311434,98736518152,102766639036,100628399665,57658139928,55594408049,52714824448,0.09530667,0.10016831,0.09873652,0.10276664,0.10062840,0.11531628,0.11118882,0.10542965,0.0000445535
665852642394,1,95655628164,100516574396,99085290316,103089934650,100963686735,57847882902,55783315268,52910329963,0.09565563,0.10051657,0.09908529,0.10308993,0.10096369,0.11569577,0.11156663,0.10582066,0.0000447578
666236047902,1,95703746362,100566404058,99150128330,103158570231,101018711453,57870177351,55817980154,52950329963,0.09570375,0.10056640,0.09915013,0.10315857,0.10101871,0.11574035,0.11163596,0.10590066,0.0000447708
667599939675,1,95934845625,100791926639,99357893707,103334087109,101242188208,57992082085,55902379812,53044536490,0.09593485,0.10079193,0.09935789,0.10333409,0.10124219,0.11598416,0.11180476,0.10608907,0.0000447185
668170765500,1,96005296251,100851774106,99448971342,103421694380,101331510664,58052744357,55970249860,53088524540,0.09600530,0.10085177,0.09944897,0.10342169,0.10133151,0.11610549,0.11194050,0.10617705,0.0000449973
669066257694,1,96099587455,100982743270,99604412779,103572801037,101484942167,58135603986,56025352586,53160814414,0.09609959,0.10098274,0.09960441,0.10357280,0.10148494,0.11627121,0.11205071,0.10632163,0.0000451042
669733596636,1,96200218716,101093376064,99713800287,103657931869,101575658579,58180702201,56100329887,53211579033,0.09620022,0.10109338,0.09971380,0.10365793,0.10157566,0.11636140,0.11220066,0.10642316,0.0000451662
669801831519,1,96209225988,101106383336,99720630529,103665846588,101579658579,58190439890,56104329887,53225316722,0.09620923,0.10110638,0.09972063,0.10366585,0.10157966,0.11638088,0.11220866,0.10645063,0.0000452122
670029491133,1,96240877542,101147424402,99746753726,103689846588,101609395893,58217285362,56123201386,53254706234,0.09624088,0.10114742,0.09974675,0.10368985,0.10160940,0.11643457,0.11224640,0.10650941,0.0000453152
671434724271,1,96445584944,101338036883,99966212127,103942481231,101792596254,58321193598,56267129474,53361489760,0.09644558,0.10133804,0.09996621,0.10394248,0.10179260,0.11664239,0.11253426,0.10672298,0.0000455092
672290450025,1,96583439209,101455652578,100094052842,104084303344,101893423027,58396422485,56354989169,53428167371,0.09658344,0.10145565,0.10009405,0.10408430,0.10189342,0.11679284,0.11270998,0.10685633,0.0000456988
673304539932,1,96737735635,101614796820,100254720956,104216402317,102036989435,58456106317,56452662464,53535125988,0.09673774,0.10161480,0.10025472,0.10421640,0.10203699,0.11691221,0.11290532,0.10707025,0.0000457049
673885524834,1,96814915247,101701100635,100327686344,104305418785,102133884551,58505978463,56516733288,53579807521,0.09681492,0.10170110,0.10032769,0.10430542,0.10213388,0.11701196,0.11303347,0.10715962,0.0000458743
675675468267,1,97059571026,101944904323,100641949399,104584828856,102382271332,58641544596,56681981665,53738417070,0.09705957,0.10194490,0.10064195,0.10458483,0.10238227,0.11728309,0.11336396,0.10747683,0.0000460801
676727524071,1,97236751597,102117624008,100773471965,104744895737,102518690769,58732865770,56770266593,53832957632,0.09723675,0.10211762,0.10077347,0.10474490,0.10251869,0.11746573,0.11354053,0.10766592,0.0000462154
679733697120,1,97676490836,102547039279,101276253508,105200227008,102957632457,58958005230,57013941990,54104106812,0.09767649,0.10254704,0.10127625,0.10520023,0.10295763,0.11791601,0.11402788,0.10820821,0.0000463312
683064899616,1,98160954814,103012110435,101820571968,105665234703,103467041691,59260094545,57284263254,54394628206,0.09816095,0.10301211,0.10182057,0.10566523,0.10346704,0.11852019,0.11456853,0.10878926,0.0000468318
685396430529,1,98527215841,103372233022,102177360833,105982541624,103828708965,59463137787,57484904020,54560328437,0.09852722,0.10337223,0.10217736,0.10598254,0.10382871,0.11892628,0.11496981,0.10912066,0.0000470640
687381322662,1,98811150099,103668889673,102470855294,106292640910,104136291164,59622487327,57668069169,54710939026,0.09881115,0.10366889,0.10247086,0.10629264,0.10413629,0.11924497,0.11533614,0.10942188,0.0000473191
689237571885,1,99003488509,103934939460,102770841449,106585024399,104469112612,59785188669,57836119786,54852857001,0.09900349,0.10393494,0.10277084,0.10658502,0.10446911,0.11957038,0.11567224,0.10970571,0.0000477525
690417202971,1,99173037906,104097337647,102972063136,106784247161,104613999361,59888519318,57965057516,54922940926,0.09917304,0.10409734,0.10297206,0.10678425,0.10461400,0.11977704,0.11593012,0.10984588,0.0000480401
690734924523,1,99230327006,104131811732,103017220033,106844886586,104665435965,59903852932,57996766407,54944623862,0.09923033,0.10413181,0.10301722,0.10684489,0.10466544,0.11980771,0.11599353,0.10988925,0.0000480025
691695760146,1,99345254440,104284597207,103166153953,106997120761,104831110988,59995336891,58056827379,55019358527,0.09934525,0.10428460,0.10316615,0.10699712,0.10483111,0.11999067,0.11611365,0.11003872,0.0000481161
692427009591,1,99450731057,104377216472,103306206228,107111534252,104943990367,60042756743,58099425685,55095148787,0.09945073,0.10437722,0.10330621,0.10711153,0.10494399,0.12008551,0.11619885,0.11019030,0.0000480153
692982978597,1,99527623100,104470548914,103381769303,107192771482,105016740058,60095169846,58161816328,55136539566,0.09952762,0.10447055,0.10338177,0.10719277,0.10501674,0.12019034,0.11632363,0.11027308,0.0000482094
698421220464,1,100325577489,105265469880,104192988161,108069816088,105829000280,60513757107,58622620226,55601991233,0.10032558,0.10526547,0.10419299,0.10806982,0.10582900,0.12102751,0.11724524,0.11120398,0.0000486507
699714979602,1,100542827278,105451949132,104392406996,108276971982,106011932554,60610847113,58734126280,55693918267,0.10054283,0.10545195,0.10439241,0.10827697,0.10601193,0.12122169,0.11746825,0.11138784,0.0000486612
699978787485,1,100573228090,105482223402,104438125669,108315465520,106045191453,60638291516,58764343568,55721918267,0.10057323,0.10548222,0.10443813,0.10831547,0.10604519,0.12127658,0.11752869,0.11144384,0.0000488024
702297242778,1,100887996598,105819241342,104760382291,108694880075,106387984162,60859805915,58961162099,55925790296,0.10088800,0.10581924,0.10476038,0.10869488,0.10638798,0.12171961,0.11792232,0.11185158,0.0000493962
703463192019,1,101046563483,105997428158,104917018793,108889245806,106569694001,60964025057,59050259729,56028956992,0.10104656,0.10599743,0.10491702,0.10888925,0.10656969,0.12192805,0.11810052,0.11205791,0.0000495891
703759201164,1,101090133660,106053041350,104965276888,108936707510,106597288820,61005536215,59062259729,56048956992,0.10109013,0.10605304,0.10496528,0.10893671,0.10659729,0.12201107,0.11812452,0.11209791,0.0000496707
704262880740,1,101149148392,106127693802,105050156290,109007790555,106691137378,61051771455,59098259729,56086923139,0.10114915,0.10612769,0.10505016,0.10900779,0.10669114,0.12210354,0.11819652,0.11217385,0.0000497342
704870076195,1,101224315240,106224779399,105135392459,109104266781,106775964968,61115991414,59151871640,56137494294,0.10122432,0.10622478,0.10513539,0.10910427,0.10677596,0.12223198,0.11830374,0.11227499,0.0000499531
706280430132,1,101416788532,106467627289,105334168359,109329659170,106980896920,61238230395,59266586274,56246473193,0.10141679,0.10646763,0.10533417,0.10932966,0.10698090,0.12247646,0.11853317,0.11249295,0.0000501466
706625476236,1,101456355620,106515385047,105396990501,109396883785,107022653014,61274570294,59297666899,56264971076,0.10145636,0.10651539,0.10539699,0.10939688,0.10702265,0.12254914,0.11859533,0.11252994,0.0000502593
708651759447,1,101749450601,106855690139,105684620981,109714366191,107308142263,61422078932,59495668618,56421741722,0.10174945,0.10685569,0.10568462,0.10971437,0.10730814,0.12284416,0.11899134,0.11284348,0.0000504748
708733384386,1,101762730361,106869618692,105697258863,109725724313,107319838876,61432802941,59503668618,56421741722,0.10176273,0.10686962,0.10569726,0.10972572,0.10731984,0.12286561,0.11900734,0.11284348,0.0000505038
710658212166,1,102039931391,107175743597,105948970412,110031982751,107634064438,61600549112,59663804058,56563166407,0.10203993,0.10717574,0.10594897,0.11003198,0.10763406,0.12320110,0.11932761,0.11312633,0.0000507707
712575664473,1,102321149392,107479839527,106246111368,110325058714,107934901893,61775292254,59788809100,56704502225,0.10232115,0.10747984,0.10624611,0.11032506,0.10793490,0.12355058,0.11957762,0.11340900,0.0000508641
713499763167,1,102461200509,107651776895,106374919510,110466580847,108061017379,61859645876,59864203680,56760418471,0.10246120,0.10765178,0.10637492,0.11046658,0.10806102,0.12371929,0.11972841,0.11352084,0.0000509673
714794204970,1,102643872475,107842590540,106595633323,110658713365,108264472032,61962075866,59970594799,56856252570,0.10264387,0.10784259,0.10659563,0.11065871,0.10826447,0.12392415,0.11994119,0.11371251,0.0000510331
718221407460,1,103147103711,108411019860,107095655241,111195131165,108782172186,62195421394,60252174481,57142729422,0.10314710,0.10841102,0.10709566,0.11119513,0.10878217,0.12439084,0.12050435,0.11428546,0.0000509970
720083224392,1,103413909590,108693275084,107347246500,111476939164,109091868028,62368762623,60407164101,57284059302,0.10341391,0.10869328,0.10734725,0.11147694,0.10909187,0.12473753,0.12081433,0.11456812,0.0000513458
721158223395,1,103553463582,108883054601,107500269913,111642655847,109265418854,62463763320,60473958071,57375639207,0.10355346,0.10888305,0.10750027,0.11164266,0.10926542,0.12492753,0.12094792,0.11475128,0.0000514180
723089580615,1,103831101603,109199088148,107778529815,111908973408,109561127609,62605161665,60646369594,57559228773,0.10383110,0.10919909,0.10777853,0.11190897,0.10956113,0.12521032,0.12129274,0.11511846,0.0000515920
723787138527,1,103949988851,109305975396,107855179823,112000941175,109656255058,62703575994,60723176332,57592045898,0.10394999,0.10930598,0.10785518,0.11200094,0.10965626,0.12540715,0.12144635,0.11518409,0.0000520234
726552651564,1,104341135852,109720727181,108268228906,112412069434,110089482305,62957336852,60974497739,57789173295,0.10434114,0.10972073,0.10826823,0.11241207,0.11008948,0.12591467,0.12194900,0.11557835,0.0000525963
727929696207,1,104536016548,109979112858,108455525266,112644125390,110289072977,63048106378,61088101661,57889635129,0.10453602,0.10997911,0.10845553,0.11264413,0.11028907,0.12609621,0.12217620,0.11577927,0.0000525567
727977695613,1,104545037996,109991112858,108456546714,112656125390,110293072779,63051084732,61095080015,57889635129,0.10454504,0.10999111,0.10845655,0.11265613,0.11029307,0.12610217,0.12219016,0.11577927,0.0000525655
728586323577,1,104633056703,110073319488,108552053638,112788653169,110370607952,63078118876,61145805214,57944708537,0.10463306,0.11007332,0.10855205,0.11278865,0.11037061,0.12615624,0.12229161,0.11588942,0.0000524828
728659478886,1,104645728992,110088407181,108568438741,112793278290,110382367934,63078118876,61157805214,57945333658,0.10464573,0.11008841,0.10856844,0.11279328,0.11038237,0.12615624,0.12231561,0.11589067,0.0000524541
729226970880,1,104747676163,110183509028,108625324552,112879746736,110471203785,63116771120,61201405838,58001333658,0.10474768,0.11018351,0.10862532,0.11287975,0.11047120,0.12623354,0.12240281,0.11600267,0.0000524311
729869214696,1,104855864407,110275472578,108728946347,112962981553,110566846438,63145194574,61266244794,58067664005,0.10485586,0.11027547,0.10872895,0.11296298,0.11056685,0.12629039,0.12253249,0.11613533,0.0000523621
730841602083,1,104987728652,110438888780,108876213574,113141824608,110689899213,63243071110,61333629339,58130346807,0.10498773,0.11043889,0.10887621,0.11314182,0.11068990,0.12648614,0.12266726,0.11626069,0.0000525264
731677378314,1,105103226875,110549102685,108998330230,113303609522,110797945662,63332186700,61410359492,58182617148,0.10510323,0.11054910,0.10899833,0.11330361,0.11079795,0.12666437,0.12282072,0.11636523,0.0000528222
732102089559,1,105158688685,110624751277,109077233952,113368455922,110854051591,63365251875,61430359492,58223296765,0.10515869,0.11062475,0.10907723,0.11336846,0.11085405,0.12673050,0.12286072,0.11644659,0.0000527767
732148736283,1,105165973790,110629015080,109084782860,113380455922,110854051591,63369251875,61433644597,58231560568,0.10516597,0.11062902,0.10908478,0.11338046,0.11085405,0.12673850,0.12286729,0.11646312,0.0000527918
732271413429,1,105183103130,110656067218,109096737425,113394069253,110878041546,63377251875,61445644597,58240498385,0.10518310,0.11065607,0.10909674,0.11339407,0.11087804,0.12675450,0.12289129,0.11648100,0.0000527961
734481766668,1,105551844742,111021230388,109427742510,113708651761,111239189882,63525737483,61606573082,58400796820,0.10555184,0.11102123,0.10942774,0.11370865,0.11123919,0.12705147,0.12321315,0.11680159,0.0000524866
736376433495,1,105824461572,111325300631,109711979525,114012099313,111538929595,63672416793,61764467378,58526778688,0.10582446,0.11132530,0.10971198,0.11401210,0.11153893,0.12734483,0.12352893,0.11705356,0.0000525646
736611817851,1,105867618554,111348328869,109749097612,114048090723,111573062145,63692416793,61790148235,58543054920,0.10586762,0.11134833,0.10974910,0.11404809,0.11157306,0.12738483,0.12358030,0.11708611,0.0000526091
736676331171,1,105875618554,111357833309,109761097612,114056334915,111586566585,63693677041,61798148235,58547054920,0.10587562,0.11135783,0.10976110,0.11405633,0.11158657,0.12738735,0.12359630,0.11709411,0.0000525960
736983274326,1,105910710636,111406219713,109791070891,114122494111,111624114881,63735351048,61821055779,58572257267,0.10591071,0.11140622,0.10979107,0.11412249,0.11162411,0.12747070,0.12364211,0.11714451,0.0000527827
738074762820,1,106065505579,111581086987,109914862844,114309797056,111789369199,63800451877,61927745248,58685944030,0.10606551,0.11158109,0.10991486,0.11430980,0.11178937,0.12760090,0.12385549,0.11737189,0.0000528873
738998335509,1,106182773678,111678723594,110051577587,114449022356,111951382456,63911548409,61996545900,58776761529,0.10618277,0.11167872,0.11005158,0.11444902,0.11195138,0.12782310,0.12399309,0.11755352,0.0000532844
740598144609,1,106412387847,111920974971,110318880276,114719017259,112167799449,64046186845,62103562563,58909335399,0.10641239,0.11192097,0.11031888,0.11471902,0.11216780,0.12809237,0.12420713,0.11781867,0.0000533381
741043339065,1,106472387847,111985413462,110406317843,114777500082,112235564355,64068951607,62139530057,58957673812,0.10647239,0.11198541,0.11040632,0.11477750,0.11223556,0.12813790,0.12427906,0.11791535,0.0000532838
741620201094,1,106576482280,112068177860,110459488941,114861716027,112332671989,64117207723,62203023638,59001432636,0.10657648,0.11206818,0.11045949,0.11486172,0.11233267,0.12823442,0.12440605,0.11800287,0.0000534169
742892181660,1,106722155085,112268455292,110639458869,115077256524,112503648152,64218721417,62342749780,59119736541,0.10672216,0.11226846,0.11063946,0.11507726,0.11250365,0.12843744,0.12468550,0.11823947,0.0000538452
743041240974,1,106738259745,112288559952,110663563529,115109256524,112529229930,64232303195,62356331558,59123736541,0.10673826,0.11228856,0.11066356,0.11510926,0.11252923,0.12846461,0.12471266,0.11824747,0.0000538756
744175521321,1,106883717410,112460826728,110872089926,115295697823,112661134553,64336369280,62441480716,59224204885,0.10688372,0.11246083,0.11087209,0.11529570,0.11266113,0.12867274,0.12488296,0.11844841,0.0000540685
745004885175,1,107011287844,112606161330,110972707258,115432406328,112786891242,64402024594,62507137754,59286268825,0.10701129,0.11260616,0.11097271,0.11543241,0.11278689,0.12880405,0.12501428,0.11857254,0.0000541105
745452376665,1,107106911898,112665756616,111021096786,115493011101,112840764509,64442892056,62546966738,59334976961,0.10710691,0.11266576,0.11102110,0.11549301,0.11284076,0.12888578,0.12509393,0.11866995,0.0000541885
746050180443,1,107183079710,112747564029,111119692676,115579836976,112941242972,64490120182,62607405398,59381238500,0.10718308,0.11274756,0.11111969,0.11557984,0.11294124,0.12898024,0.12521481,0.11876248,0.0000543047
747954226689,1,107454363858,113086230696,111415046885,115855733548,113227020710,64646235980,62760518425,59509076587,0.10745436,0.11308623,0.11141505,0.11585573,0.11322702,0.12929247,0.12552104,0.11901815,0.0000543999
748472767089,1,107513677939,113150293571,111487960371,115945938594,113310080871,64719631968,62793465434,59551718341,0.10751368,0.11315029,0.11148796,0.11594594,0.11331008,0.12943926,0.12558693,0.11910344,0.0000546840
748775456715,1,107554706646,113195190113,111551301099,115998534779,113350511864,64735336687,62825465434,59564410093,0.10755471,0.11319519,0.11155130,0.11599853,0.11335051,0.12947067,0.12565093,0.11912882,0.0000546553
749025789219,1,107584498280,113231808345,111591670893,116037609153,113395916622,64751584463,62849465434,59583236029,0.10758450,0.11323181,0.11159167,0.11603761,0.11339592,0.12950317,0.12569893,0.11916647,0.0000546722
749255410734,1,107627194994,113243090647,111623166106,116072344737,113437721543,64774281177,62872026923,59605584607,0.10762719,0.11324309,0.11162317,0.11607234,0.11343772,0.12954856,0.12574405,0.11921117,0.0000547438
749337131493,1,107639194994,113258330900,111635166106,116095584990,113448961796,64774281177,62880026923,59605584607,0.10763919,0.11325833,0.11163517,0.11609558,0.11344896,0.12954856,0.12576005,0.11921117,0.0000546977
751629223050,1,107963372193,113614982546,111965562246,116422331585,113817029770,64979294923,63103555297,59763094490,0.10796337,0.11361498,0.11196556,0.11642233,0.11381703,0.12995859,0.12620711,0.11952619,0.0000552139
752795865831,1,108083899059,113765015313,112154712206,116634456704,114005330867,65068381383,63201454644,59882615655,0.10808390,0.11376502,0.11215471,0.11663446,0.11400533,0.13013676,0.12640291,0.11976523,0.0000554451
752807865831,1,108087899059,113769015313,112158712206,116634456704,114005330867,65068381383,63201454644,59882615655,0.10808790,0.11376902,0.11215871,0.11663446,0.11400533,0.13013676,0.12640291,0.11976523,0.0000554235
754510975413,1,108334745014,114016569406,112422291426,116901248957,114252718397,65256836711,63297097524,60029467978,0.10833475,0.11401657,0.11242229,0.11690125,0.11425272,0.13051367,0.12659420,0.12005894,0.0000557477
755185088508,1,108419065188,114112193000,112529725595,117008673238,114331425828,65328782797,63344034376,60111188486,0.10841907,0.11411219,0.11252973,0.11700867,0.11433143,0.13065757,0.12668807,0.12022238,0.0000559871
756571443537,1,108639063140,114321314845,112735357940,117223283769,114548718538,65440255183,63461246865,60202203257,0.10863906,0.11432131,0.11273536,0.11722328,0.11454872,0.13088051,0.12692249,0.12040441,0.0000560485
760389029883,1,109193793029,114889851121,113303751773,117823685894,115160542459,65825478326,63727051678,60464875603,0.10919379,0.11488985,0.11330375,0.11782369,0.11516054,0.13165096,0.12745410,0.12092975,0.0000566504
760590287352,1,109221708719,114909766811,113337207822,117859734847,115196962161,65836672723,63740765762,60487468507,0.10922171,0.11490977,0.11333721,0.11785973,0.11519696,0.13167335,0.12748153,0.12097494,0.0000566286
760650287352,1,109229708719,114925766811,113341207822,117867734847,115204962161,65840672723,63744765762,60495468507,0.10922971,0.11492577,0.11334121,0.11786773,0.11520496,0.13168135,0.12748953,0.12099094,0.0000566308
762947429127,1,109545544612,115277313238,113693643512,118213539272,115564608787,66001901049,63957508845,60693369812,0.10954554,0.11527731,0.11369364,0.11821354,0.11556461,0.13200380,0.12791502,0.12138674,0.0000568251
763762924638,1,109641422622,115391149455,113806049569,118333053795,115671836917,66096284947,64037607630,60785519703,0.10964142,0.11539115,0.11380605,0.11833305,0.11567184,0.13219257,0.12807522,0.12157104,0.0000573171
764695128351,1,109775676112,115517975165,113945632781,118487932801,115815351402,66173462437,64118468214,60860629439,0.10977568,0.11551798,0.11394563,0.11848793,0.11581535,0.13234692,0.12823694,0.12172126,0.0000574542
764964927990,1,109802117618,115558502348,113987597368,118531424508,115867619848,66189462437,64135574424,60892629439,0.10980212,0.11555850,0.11398760,0.11853142,0.11586762,0.13237892,0.12827115,0.12178526,0.0000574459
765330488700,1,109856616522,115634998158,114034673371,118576009661,115920977608,66224240004,64154343937,60928629439,0.10985662,0.11563500,0.11403467,0.11857601,0.11592098,0.13244848,0.12830869,0.12185726,0.0000574611
765429872529,1,109877744465,115646253707,114044545765,118587265210,115940977608,66232240004,64164216331,60936629439,0.10987774,0.11564625,0.11404455,0.11858727,0.11594098,0.13246448,0.12832843,0.12187326,0.0000574685
766334768958,1,110010713701,115810269699,114148365278,118724409266,116106746832,66300761194,64238523581,60994979407,0.11001071,0.11581027,0.11414837,0.11872441,0.11610675,0.13260152,0.12847705,0.12198996,0.0000574881
768135113862,1,110245957422,116108830739,114397135919,118980194677,116386614940,66469252294,64392233368,61154894503,0.11024596,0.11610883,0.11439714,0.11898019,0.11638661,0.13293850,0.12878447,0.12230979,0.0000579536
768944565561,1,110356559787,116220272043,114539995092,119100472075,116521811908,66513252294,64468342864,61223859498,0.11035656,0.11622027,0.11454000,0.11910047,0.11652181,0.13302650,0.12893669,0.12244772,0.0000579116
770414029056,1,110556643258,116461651681,114746198687,119350776480,116727951547,66610464545,64608121468,61352221390,0.11055664,0.11646165,0.11474620,0.11935078,0.11672795,0.13322093,0.12921624,0.12270444,0.0000580514
770726224146,1,110595013172,116505490432,114795893803,119416471596,116774574480,66648834459,64618652631,61371293573,0.11059501,0.11650549,0.11479589,0.11941647,0.11677457,0.13329767,0.12923731,0.12274259,0.0000581077
771290721492,1,110677830211,116587819868,114881571145,119502197269,116877891511,66680084794,64673084779,61410241915,0.11067783,0.11658782,0.11488157,0.11950220,0.11687789,0.13336017,0.12934617,0.12282048,0.0000580693
773679543342,1,111006761635,116942550360,115243586327,119841211720,117255043676,66923752527,64838423844,61628213253,0.11100676,0.11694255,0.11524359,0.11984121,0.11725504,0.13384751,0.12967685,0.12325643,0.0000585944
776868428814,1,111463239176,117433856449,115727681922,120343744534,117749458072,67180829402,65084827915,61884791344,0.11146324,0.11743386,0.11572768,0.12034374,0.11774946,0.13436166,0.13016966,0.12376958,0.0000588013
778469234820,1,111704588014,117693853789,115963324958,120611497346,118026452530,67308626671,65169039351,61991852161,0.11170459,0.11769385,0.11596332,0.12061150,0.11802645,0.13461725,0.13033808,0.12398370,0.0000585970
